,Unnamed: 0,From Date,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),NO2 (ug/m3)
21684,25173,2021-12-16 14:00:00,45.26,86.27,4.46,0.68,37.26,15.01
21685,25174,2021-12-16 15:00:00,38.87,78.08,4.28,0.68,30.44,11.24
21686,25175,2021-12-16 16:00:00,36.96,77.32,6.03,0.68,23.24,11.4
21687,25176,2021-12-16 17:00:00,35.0,73.41,5.38,0.71,20.3,11.43
21688,25177,2021-12-16 18:00:00,36.89,78.64,4.91,0.81,9.22,19.08
21689,25178,2021-12-16 19:00:00,36.85,82.58,5.71,0.87,3.25,33.48
21690,25179,2021-12-16 20:00:00,33.57,90.42,4.9,0.81,2.33,33.67
21691,25180,2021-12-16 21:00:00,37.33,91.66,5.1,0.84,1.14,11.15
21692,25181,2021-12-16 22:00:00,40.14,93.94,4.81,0.78,1.17,11.77
21693,25182,2021-12-16 23:00:00,40.53,96.26,5.25,0.76,1.16,11.0
21694,25183,2021-12-17 00:00:00,45.31,96.89,4.85,0.75,1.15,11.53
21695,25184,2021-12-17 01:00:00,41.46,94.82,5.08,0.72,1.15,11.51
21696,25185,2021-12-17 02:00:00,50.65,88.44,3.88,0.7,1.15,11.23
21697,25186,2021-12-17 03:00:00,43.48,82.66,3.6,0.68,1.17,11.36
21698,25187,2021-12-17 04:00:00,37.13,66.75,3.74,0.67,1.15,11.18
21699,25188,2021-12-17 05:00:00,30.15,64.28,4.83,0.69,1.17,11.43
21700,25189,2021-12-17 06:00:00,26.35,52.15,6.8,0.77,1.14,10.98
21701,25190,2021-12-17 07:00:00,33.18,70.06,6.74,0.93,4.39,6.72
21702,25191,2021-12-17 08:00:00,39.17,86.33,7.06,0.81,9.09,6.97
21703,25192,2021-12-17 09:00:00,44.2,95.93,6.99,0.8,20.38,6.93
21704,25193,2021-12-17 10:00:00,53.21,103.78,6.22,0.81,30.2,13.55
21705,25194,2021-12-17 11:00:00,65.31,128.06,5.39,0.82,34.79,14.98
21706,25195,2021-12-17 12:00:00,83.73,138.96,4.13,0.8,38.4,11.39
21707,25196,2021-12-17 13:00:00,82.5,141.66,3.21,0.8,38.21,11.14
21708,25197,2021-12-17 14:00:00,82.16,133.83,3.66,0.78,38.29,11.52
21709,25198,2021-12-17 15:00:00,79.63,130.71,3.87,0.77,29.57,8.1
21710,25199,2021-12-17 16:00:00,73.43,122.95,4.73,0.77,25.31,7.86
21711,25200,2021-12-17 17:00:00,67.03,111.21,4.97,0.79,17.48,10.53
21712,25201,2021-12-17 18:00:00,67.62,134.34,6.08,1.46,8.3,38.76
21713,25202,2021-12-17 19:00:00,70.0,146.4,5.76,1.62,8.27,45.07
21714,25203,2021-12-17 20:00:00,76.16,161.86,4.75,0.95,8.34,47.86
21715,25204,2021-12-17 21:00:00,78.83,157.07,4.89,0.84,5.53,30.41
21716,25205,2021-12-17 22:00:00,79.37,139.16,5.03,0.77,2.3,11.08
21717,25206,2021-12-17 23:00:00,74.34,112.78,4.92,0.76,2.38,11.65
21718,25207,2021-12-18 00:00:00,68.27,106.36,4.88,0.75,2.26,11.17
21719,25208,2021-12-18 01:00:00,62.96,97.8,4.7,0.75,2.3,11.12
21720,25209,2021-12-18 02:00:00,61.28,92.21,4.79,0.74,2.25,11.22
21721,25210,2021-12-18 03:00:00,58.01,84.77,4.72,0.75,2.31,11.53
21722,25211,2021-12-18 04:00:00,56.56,78.01,4.61,0.74,2.3,11.79
21723,25212,2021-12-18 05:00:00,51.04,72.2,4.38,0.74,2.33,11.27
21724,25213,2021-12-18 06:00:00,54.04,71.35,4.69,0.75,2.31,10.26
21725,25214,2021-12-18 07:00:00,49.09,77.56,5.05,0.75,3.85,6.72
21726,25215,2021-12-18 08:00:00,43.19,77.87,5.47,0.77,10.26,6.99
21727,25216,2021-12-18 09:00:00,49.9,76.71,7.38,0.75,20.34,6.93
21728,25217,2021-12-18 10:00:00,45.16,86.87,6.77,0.73,31.39,14.01
21729,25218,2021-12-18 11:00:00,44.99,105.41,6.87,0.74,38.3,14.37
21730,25219,2021-12-18 12:00:00,43.05,106.78,6.27,0.72,38.27,13.6
21731,25220,2021-12-18 13:00:00,43.0,106.86,7.52,0.73,38.35,13.9
21732,25221,2021-12-18 14:00:00,43.91,102.17,9.18,0.73,38.31,13.86
21733,25222,2021-12-18 15:00:00,43.26,98.81,7.87,0.73,36.57,14.01
21734,25223,2021-12-18 16:00:00,41.32,90.39,5.99,0.74,28.3,13.67
21735,25224,2021-12-18 17:00:00,43.7,87.21,5.69,0.75,18.28,9.2
21736,25225,2021-12-18 18:00:00,43.05,88.61,4.74,0.88,10.37,9.01
21737,25226,2021-12-18 19:00:00,42.08,93.47,6.08,0.84,4.26,23.26
21738,25227,2021-12-18 20:00:00,44.51,93.64,6.63,0.81,4.3,23.69
21739,25228,2021-12-18 21:00:00,48.81,92.66,7.27,0.79,2.77,18.16
21740,25229,2021-12-18 22:00:00,43.38,78.8,7.04,0.77,1.13,13.97
21741,25230,2021-12-18 23:00:00,41.26,70.93,7.24,0.76,1.15,14.67
21742,25231,2021-12-19 00:00:00,38.81,65.23,5.89,0.74,1.15,13.79
21743,25232,2021-12-19 01:00:00,33.05,57.69,6.7,0.74,1.16,14.18
21744,25233,2021-12-19 02:00:00,33.27,59.88,5.89,0.73,1.17,13.94
21745,25234,2021-12-19 03:00:00,25.34,51.82,5.65,0.73,1.13,14.08
21746,25235,2021-12-19 04:00:00,30.53,50.99,5.31,0.74,1.16,14.03
21747,25236,2021-12-19 05:00:00,27.14,47.62,4.69,0.75,1.15,13.98
21748,25237,2021-12-19 06:00:00,32.44,48.86,5.53,0.75,2.0,11.36
21749,25238,2021-12-19 07:00:00,27.46,48.05,6.1,0.79,2.31,10.26
21750,25239,2021-12-19 08:00:00,28.27,46.89,6.76,0.8,9.84,9.82
21751,25240,2021-12-19 09:00:00,25.01,53.12,8.19,0.76,18.32,15.77
21752,25241,2021-12-19 10:00:00,26.62,54.33,7.69,0.75,22.11,16.14
21753,25242,2021-12-19 11:00:00,29.1,58.78,7.53,0.75,32.3,15.86
21754,25243,2021-12-19 12:00:00,30.78,60.76,6.69,0.76,32.25,15.75
21755,25244,2021-12-19 13:00:00,31.72,59.39,6.55,0.76,32.25,15.71
21756,25245,2021-12-19 14:00:00,25.39,54.84,6.04,0.75,32.3,16.27
21757,25246,2021-12-19 15:00:00,22.04,43.46,6.08,0.76,26.34,11.65
21758,25247,2021-12-19 16:00:00,20.98,42.12,6.31,0.77,20.79,11.63
21759,25248,2021-12-19 17:00:00,22.87,30.44,6.37,0.78,16.95,11.0
21760,25249,2021-12-19 18:00:00,20.57,34.49,5.98,0.91,6.57,13.58
21761,25250,2021-12-19 19:00:00,23.26,44.63,5.33,0.94,3.37,17.34
21762,25251,2021-12-19 20:00:00,23.59,48.53,5.55,0.93,3.33,17.43
21763,25252,2021-12-19 21:00:00,23.57,49.51,6.33,0.92,2.13,14.48
21764,25253,2021-12-19 22:00:00,27.16,49.98,6.43,0.88,1.63,13.91
21765,25255,2021-12-20 00:00:00,26.89,49.92,7.33,0.85,1.62,13.82
21766,25256,2021-12-20 01:00:00,22.24,48.36,5.13,0.84,1.62,13.58
21767,25257,2021-12-20 02:00:00,25.13,49.95,6.0,0.83,1.56,14.35
21768,25258,2021-12-20 03:00:00,21.76,40.5,6.9,0.84,1.62,13.84
21769,25260,2021-12-20 05:00:00,17.44,35.52,5.67,0.86,1.62,13.57
21770,25261,2021-12-20 06:00:00,20.74,36.97,5.94,0.87,1.85,11.83
21771,25262,2021-12-20 07:00:00,24.57,38.24,9.36,0.89,4.6,7.84
21772,25263,2021-12-20 08:00:00,25.45,38.14,9.76,0.94,7.7,8.18
21773,25264,2021-12-20 09:00:00,30.3,46.31,10.68,0.89,19.32,11.29
21774,25265,2021-12-20 10:00:00,23.83,53.06,8.0,0.88,26.77,15.28
21775,25266,2021-12-20 11:00:00,26.86,50.45,5.81,0.87,34.36,16.84
21776,25267,2021-12-20 12:00:00,23.53,50.45,6.89,0.86,34.33,16.98
21777,25268,2021-12-20 13:00:00,21.97,51.03,8.02,0.86,34.3,17.21
21778,25269,2021-12-20 14:00:00,21.59,50.75,5.57,0.88,35.17,15.47
21779,25270,2021-12-20 15:00:00,17.52,43.78,5.66,0.89,35.6,11.55
21780,25271,2021-12-20 16:00:00,15.14,42.2,7.15,0.89,27.28,11.3
21781,25272,2021-12-20 17:00:00,14.85,49.41,7.57,0.95,18.87,11.32
21782,25273,2021-12-20 18:00:00,17.53,55.32,9.23,1.87,10.21,21.46
21783,25274,2021-12-20 19:00:00,24.29,91.71,10.17,2.33,3.62,54.22
21784,25275,2021-12-20 20:00:00,40.36,134.84,9.37,1.9,3.35,57.55
21785,25276,2021-12-20 21:00:00,41.34,140.37,8.57,1.61,2.62,37.74
21786,25277,2021-12-20 22:00:00,49.09,130.57,9.8,1.32,1.62,11.55
21787,25278,2021-12-20 23:00:00,49.85,128.95,14.02,1.22,1.63,11.03
21788,25279,2021-12-21 00:00:00,50.98,115.99,9.35,1.11,1.6,11.3
21789,25280,2021-12-21 01:00:00,47.76,100.8,7.37,1.16,1.62,11.44
21790,25281,2021-12-21 02:00:00,43.97,88.11,6.43,1.25,1.6,11.21
21791,25282,2021-12-21 03:00:00,49.3,89.17,6.37,1.16,1.55,11.35
21792,25283,2021-12-21 04:00:00,47.28,91.33,7.81,1.03,1.62,11.27
21793,25284,2021-12-21 05:00:00,39.15,86.38,8.32,1.02,1.56,11.28
21794,25285,2021-12-21 06:00:00,44.85,85.56,8.51,1.02,2.58,9.54
21795,25286,2021-12-21 07:00:00,43.69,83.04,8.55,1.03,4.38,7.9
21796,25287,2021-12-21 08:00:00,39.82,80.5,10.35,1.06,11.0,11.15
21797,25288,2021-12-21 09:00:00,39.13,81.88,10.91,1.03,20.23,10.79
21798,25289,2021-12-21 10:00:00,38.03,82.3,8.96,1.0,32.3,11.31
21799,25290,2021-12-21 11:00:00,34.52,69.72,8.13,0.97,35.86,9.43
21800,25291,2021-12-21 12:00:00,27.65,58.77,8.03,0.96,38.31,8.19
21801,25292,2021-12-21 13:00:00,25.8,58.8,6.76,0.97,38.27,7.92
21802,25293,2021-12-21 14:00:00,17.47,58.49,31.29,0.97,32.03,10.75
21803,25294,2021-12-21 15:00:00,15.05,63.06,77.84,0.97,26.85,11.38
21804,25295,2021-12-21 16:00:00,14.29,61.15,5.2,0.98,21.12,11.19
21805,25296,2021-12-21 17:00:00,10.83,53.84,5.51,1.05,17.41,11.48
21806,25297,2021-12-21 18:00:00,16.45,80.96,5.38,2.44,9.26,31.78
21807,25298,2021-12-21 19:00:00,23.98,145.22,5.24,3.08,4.34,57.61
21808,25299,2021-12-21 20:00:00,37.65,295.07,5.38,3.26,4.26,56.79
21809,25300,2021-12-21 21:00:00,49.62,321.19,5.34,2.55,1.82,20.72
21810,25301,2021-12-21 22:00:00,65.24,305.36,5.37,2.39,1.14,11.26
21811,25302,2021-12-21 23:00:00,66.06,217.62,5.37,2.11,1.16,11.09
21812,25303,2021-12-22 00:00:00,59.58,184.73,5.25,1.53,1.11,11.14
21813,25304,2021-12-22 01:00:00,60.3,145.96,5.14,1.31,1.17,11.22
21814,25305,2021-12-22 02:00:00,52.94,132.21,5.54,1.26,1.17,11.61
21815,25306,2021-12-22 03:00:00,49.01,120.86,5.29,1.21,1.15,11.06
21816,25307,2021-12-22 04:00:00,35.15,95.22,5.0,1.2,1.14,11.06
21817,25308,2021-12-22 05:00:00,36.75,98.64,5.27,1.18,1.12,11.83
21818,25309,2021-12-22 06:00:00,29.08,100.83,5.44,1.15,1.61,10.05
21819,25310,2021-12-22 07:00:00,30.77,97.5,5.23,1.18,4.29,7.96
21820,25311,2021-12-22 08:00:00,23.69,100.31,5.53,1.23,9.29,8.12
21821,25312,2021-12-22 09:00:00,25.05,102.59,5.4,1.16,18.79,8.0
21822,25313,2021-12-22 10:00:00,26.23,102.42,5.4,0.75,27.14,11.02
21823,25314,2021-12-22 11:00:00,20.37,98.62,5.14,0.36,37.58,13.12
21824,25315,2021-12-22 12:00:00,14.54,90.49,5.48,0.32,40.99,12.59
21825,25316,2021-12-22 13:00:00,10.22,76.4,5.26,0.32,42.16,11.14
21826,25317,2021-12-22 14:00:00,8.59,67.88,5.31,0.32,42.27,11.25
21827,25318,2021-12-22 15:00:00,0.84,6.56,5.14,0.34,36.58,11.15
21828,25319,2021-12-22 16:00:00,21.3,51.86,6.07,0.38,24.54,11.6
21829,25320,2021-12-22 17:00:00,31.23,62.19,7.03,0.58,17.3,11.59
21830,25321,2021-12-22 18:00:00,28.21,109.77,9.89,1.76,8.3,23.07
21831,25322,2021-12-22 19:00:00,48.37,288.08,10.66,2.21,3.29,44.44
21832,25323,2021-12-22 20:00:00,68.84,291.25,8.78,2.13,3.25,44.81
21833,25324,2021-12-22 21:00:00,82.07,293.29,9.4,1.95,3.32,46.69
21834,25325,2021-12-22 22:00:00,103.7,297.68,9.38,1.89,1.35,15.0
21835,25326,2021-12-22 23:00:00,104.65,298.49,9.91,1.94,1.39,14.99
21836,25327,2021-12-23 00:00:00,132.01,301.89,6.68,1.58,1.4,14.82
21837,25328,2021-12-23 01:00:00,127.49,274.86,5.3,1.15,1.39,15.04
21838,25329,2021-12-23 02:00:00,120.01,213.32,5.67,0.99,1.37,14.78
21839,25330,2021-12-23 03:00:00,104.44,157.73,4.96,0.69,1.38,14.92
21840,25331,2021-12-23 04:00:00,98.77,147.3,4.54,0.59,1.37,14.6
21841,25332,2021-12-23 05:00:00,83.35,113.86,4.57,0.59,1.4,14.72
21842,25333,2021-12-23 06:00:00,75.64,106.95,3.38,0.55,1.91,12.46
21843,25334,2021-12-23 07:00:00,68.03,98.35,2.98,0.68,3.58,11.5
21844,25335,2021-12-23 08:00:00,72.22,101.5,2.2,0.7,6.65,11.37
21845,25336,2021-12-23 09:00:00,79.61,107.95,4.43,0.48,18.49,11.54
21846,25337,2021-12-23 10:00:00,75.33,103.57,6.33,0.42,29.59,16.06
21847,25338,2021-12-23 11:00:00,58.85,93.23,6.18,0.41,31.35,16.91
21848,25339,2021-12-23 12:00:00,54.3,93.65,9.29,0.42,37.96,13.75
21849,25340,2021-12-23 13:00:00,54.94,97.0,14.51,0.43,38.36,13.51
21850,25341,2021-12-23 14:00:00,49.54,97.46,12.95,0.41,38.3,13.78
21851,25342,2021-12-23 15:00:00,44.36,96.44,10.09,0.41,33.72,11.36
21852,25343,2021-12-23 16:00:00,40.89,99.53,7.63,0.39,21.63,10.12
21853,25344,2021-12-23 17:00:00,41.76,101.26,11.13,0.41,14.28,9.71
21854,25345,2021-12-23 18:00:00,43.25,120.07,9.93,1.0,9.65,27.94
21855,25346,2021-12-23 19:00:00,56.38,161.07,10.31,1.88,3.79,53.94
21856,25347,2021-12-23 20:00:00,62.42,184.06,8.09,2.04,3.34,57.5
21857,25348,2021-12-23 21:00:00,75.42,215.41,9.26,2.03,3.27,56.94
21858,25349,2021-12-23 22:00:00,101.52,241.62,6.44,0.85,1.4,14.92
21859,25350,2021-12-23 23:00:00,93.86,201.43,5.61,0.72,1.31,14.27
21860,25351,2021-12-24 00:00:00,87.72,161.4,5.71,0.75,1.36,14.77
21861,25352,2021-12-24 01:00:00,79.81,143.57,5.86,0.78,1.35,14.71
21862,25353,2021-12-24 02:00:00,78.99,140.7,4.6,0.69,1.38,14.93
21863,25354,2021-12-24 03:00:00,73.38,121.94,4.27,0.62,1.38,14.45
21864,25355,2021-12-24 04:00:00,72.62,119.78,4.08,0.59,1.36,14.98
21865,25356,2021-12-24 05:00:00,67.6,115.27,4.23,0.55,1.36,14.72
21866,25357,2021-12-24 06:00:00,70.43,117.81,4.8,0.67,1.87,13.13
21867,25358,2021-12-24 07:00:00,78.07,121.29,5.22,0.76,4.38,11.21
21868,25359,2021-12-24 08:00:00,90.12,141.37,4.79,0.88,9.52,11.09
21869,25360,2021-12-24 09:00:00,96.2,145.25,4.39,0.6,17.15,11.25
21870,25361,2021-12-24 10:00:00,81.4,135.18,3.44,0.42,28.27,16.3
21871,25362,2021-12-24 11:00:00,69.48,121.72,2.87,0.36,34.91,15.94
21872,25363,2021-12-24 12:00:00,43.6,84.98,2.25,0.34,42.27,11.07
21873,25364,2021-12-24 13:00:00,36.44,76.05,3.15,0.34,42.34,11.5
21874,25365,2021-12-24 14:00:00,33.99,74.18,2.68,0.34,42.21,11.77
21875,25366,2021-12-24 15:00:00,29.46,70.45,2.67,0.34,39.98,11.96
21876,25367,2021-12-24 16:00:00,30.73,62.84,2.31,0.34,24.73,14.77
21877,25368,2021-12-24 17:00:00,28.04,59.81,2.09,0.4,19.41,14.77
21878,25369,2021-12-24 18:00:00,24.86,68.66,2.93,0.69,8.84,15.3
21879,25370,2021-12-24 19:00:00,28.23,104.97,4.98,1.05,4.28,22.84
21880,25371,2021-12-24 20:00:00,43.2,139.95,4.89,1.06,4.31,23.32
21881,25372,2021-12-24 21:00:00,46.2,150.51,4.72,1.12,1.5,12.3
21882,25373,2021-12-24 22:00:00,69.38,161.7,4.35,1.01,1.14,11.72
21883,25374,2021-12-24 23:00:00,68.28,158.95,3.36,0.67,1.17,11.16
21884,25375,2021-12-25 00:00:00,62.79,145.52,4.18,0.92,1.13,11.51
21885,25376,2021-12-25 01:00:00,59.8,135.65,4.16,0.83,1.18,7.84
21886,25377,2021-12-25 02:00:00,75.23,132.72,3.62,0.83,1.15,8.06
21887,25378,2021-12-25 03:00:00,66.0,118.73,1.78,0.78,1.12,8.0
21888,25379,2021-12-25 04:00:00,65.0,113.64,1.1,0.55,1.12,8.02
21889,25380,2021-12-25 05:00:00,62.52,114.44,2.0,0.48,1.12,7.98
21890,25381,2021-12-25 06:00:00,54.01,101.4,1.18,0.56,1.15,8.22
21891,25382,2021-12-25 07:00:00,56.91,96.86,1.04,0.54,1.11,8.27
21892,25383,2021-12-25 08:00:00,55.28,94.1,1.38,0.62,7.62,10.48
21893,25384,2021-12-25 09:00:00,58.94,95.07,0.56,0.6,15.42,13.12
21894,25385,2021-12-25 10:00:00,60.78,109.58,0.82,0.43,22.66,15.79
21895,25386,2021-12-25 11:00:00,59.12,108.81,3.85,0.33,33.14,15.49
21896,25387,2021-12-25 12:00:00,57.56,105.84,13.9,0.34,39.33,15.29
21897,25388,2021-12-25 13:00:00,50.19,91.9,36.8,0.32,39.28,15.4
21898,25389,2021-12-25 14:00:00,41.84,86.94,8.01,0.29,39.27,16.05
21899,25390,2021-12-25 15:00:00,37.55,83.65,8.77,0.3,31.97,12.77
21900,25391,2021-12-25 16:00:00,28.36,74.88,9.16,0.33,22.26,11.4
21901,25392,2021-12-25 17:00:00,34.65,77.17,2.42,0.46,22.33,11.21
21902,25393,2021-12-25 18:00:00,34.91,87.71,4.39,0.71,8.29,11.34
21903,25394,2021-12-25 19:00:00,36.33,98.84,5.86,1.19,5.81,17.27
21904,25395,2021-12-25 20:00:00,49.82,133.54,5.63,1.36,3.36,22.82
21905,25396,2021-12-25 21:00:00,59.14,171.0,4.93,1.13,2.0,16.27
21906,25397,2021-12-25 22:00:00,69.47,187.29,6.32,1.19,0.92,11.32
21907,25398,2021-12-25 23:00:00,79.47,200.38,5.35,1.29,0.92,11.16
21908,25399,2021-12-26 00:00:00,83.12,199.37,4.17,1.08,0.92,11.35
21909,25400,2021-12-26 01:00:00,81.25,183.24,3.15,0.68,0.91,11.23
21910,25401,2021-12-26 02:00:00,76.4,142.98,2.47,0.6,0.92,11.55
21911,25402,2021-12-26 03:00:00,74.1,133.32,1.03,0.48,0.89,11.18
21912,25403,2021-12-26 04:00:00,77.25,135.93,2.4,0.43,0.92,11.26
21913,25404,2021-12-26 05:00:00,82.75,151.56,2.49,0.45,0.9,11.68
21914,25406,2021-12-26 07:00:00,85.77,148.33,5.13,0.47,3.01,9.37
21915,25407,2021-12-26 08:00:00,84.8,130.13,4.56,0.59,9.32,8.04
21916,25408,2021-12-26 09:00:00,84.85,135.58,2.53,0.33,17.16,8.52
21917,25409,2021-12-26 10:00:00,74.56,130.17,3.95,0.32,29.24,11.38
21918,25410,2021-12-26 11:00:00,63.23,117.98,5.37,0.33,35.88,11.63
21919,25411,2021-12-26 12:00:00,56.69,107.22,4.23,0.32,39.2,11.47
21920,25412,2021-12-26 13:00:00,50.52,96.66,4.13,0.33,39.26,10.98
21921,25413,2021-12-26 14:00:00,46.27,93.27,4.81,0.3,39.35,11.14
21922,25414,2021-12-26 15:00:00,44.38,91.44,6.7,0.29,33.28,13.78
21923,25415,2021-12-26 16:00:00,43.74,90.77,5.66,0.31,30.33,14.6
21924,25416,2021-12-26 17:00:00,41.91,87.33,3.89,0.36,20.09,14.7
21925,25417,2021-12-26 18:00:00,43.56,100.69,4.99,0.68,8.33,15.85
21926,25418,2021-12-26 19:00:00,50.09,138.3,7.32,1.11,2.68,23.55
21927,25419,2021-12-26 20:00:00,65.44,178.34,5.87,1.32,2.26,22.55
21928,25420,2021-12-26 21:00:00,76.93,201.42,3.85,1.02,1.59,17.16
21929,25421,2021-12-26 22:00:00,84.58,207.88,5.53,0.87,1.61,16.59
21930,25422,2021-12-26 23:00:00,85.02,204.76,6.28,0.87,1.65,16.99
21931,25423,2021-12-27 00:00:00,89.37,198.12,4.55,0.68,1.6,17.95
21932,25424,2021-12-27 01:00:00,88.38,179.27,3.25,0.61,1.6,17.05
21933,25425,2021-12-27 02:00:00,79.16,168.07,4.7,0.6,1.59,16.71
21934,25426,2021-12-27 03:00:00,70.86,143.84,5.8,0.57,1.6,17.39
21935,25427,2021-12-27 04:00:00,67.71,138.77,4.84,0.55,1.64,16.98
21936,25428,2021-12-27 05:00:00,70.31,136.12,3.42,0.49,1.67,17.3
21937,25429,2021-12-27 06:00:00,77.57,135.1,4.25,0.55,2.13,15.17
21938,25430,2021-12-27 07:00:00,78.57,135.3,5.68,0.69,5.06,11.26
21939,25431,2021-12-27 08:00:00,90.44,150.08,4.58,0.61,9.17,11.29
21940,25432,2021-12-27 09:00:00,93.22,152.15,3.05,0.46,13.01,11.65
21941,25433,2021-12-27 10:00:00,84.53,145.18,4.6,0.39,28.77,17.14
21942,25434,2021-12-27 11:00:00,74.86,136.41,7.65,0.35,32.31,17.38
21943,25435,2021-12-27 12:00:00,69.15,127.24,7.91,0.37,33.94,15.32
21944,25436,2021-12-27 13:00:00,60.58,114.04,4.39,0.31,37.34,13.72
21945,25437,2021-12-27 14:00:00,50.73,104.87,6.05,0.31,37.26,13.56
21946,25438,2021-12-27 15:00:00,43.75,96.68,5.17,0.33,30.63,11.96
21947,25439,2021-12-27 16:00:00,37.91,96.17,3.82,0.33,21.2,11.54
21948,25440,2021-12-27 17:00:00,37.32,92.3,4.13,0.41,15.28,11.31
21949,25441,2021-12-27 18:00:00,37.2,112.31,4.32,0.67,9.77,34.23
21950,25442,2021-12-27 19:00:00,41.88,118.64,3.16,0.6,4.36,23.18
21951,25443,2021-12-27 20:00:00,45.8,122.35,3.15,0.59,4.28,22.54
21952,25444,2021-12-27 21:00:00,50.82,119.5,3.12,0.63,2.26,14.89
21953,25445,2021-12-27 22:00:00,51.81,131.88,2.87,0.45,2.31,14.84
21954,25446,2021-12-27 23:00:00,51.69,126.52,2.66,0.37,2.2,14.64
21955,25447,2021-12-28 00:00:00,48.17,110.26,1.95,0.32,2.3,14.73
21956,25448,2021-12-28 01:00:00,47.19,91.0,1.76,0.28,2.26,14.87
21957,25449,2021-12-28 02:00:00,44.06,73.11,2.21,0.33,2.29,14.96
21958,25450,2021-12-28 03:00:00,39.5,67.97,2.47,0.33,2.34,14.56
21959,25451,2021-12-28 04:00:00,39.03,69.51,2.41,0.33,2.29,14.9
21960,25452,2021-12-28 05:00:00,43.86,66.2,1.47,0.32,2.36,14.66
21961,25453,2021-12-28 06:00:00,43.49,61.63,1.4,0.33,2.33,12.44
21962,25454,2021-12-28 07:00:00,36.82,61.78,1.85,0.41,4.42,11.19
21963,25455,2021-12-28 08:00:00,41.56,59.74,1.86,0.45,9.72,11.38
21964,25456,2021-12-28 09:00:00,45.18,55.34,1.82,0.35,20.96,11.7
21965,25457,2021-12-28 10:00:00,43.3,44.91,2.05,0.35,27.31,14.65
21966,25458,2021-12-28 11:00:00,45.96,50.0,0.85,0.34,28.01,14.01
21967,25459,2021-12-28 12:00:00,42.29,49.79,0.45,0.31,29.34,12.2
21968,25460,2021-12-28 13:00:00,35.49,45.75,0.66,0.28,26.34,11.59
21969,25461,2021-12-28 14:00:00,30.11,43.94,1.11,0.26,26.32,11.58
21970,25462,2021-12-28 15:00:00,30.29,41.45,2.82,0.24,22.76,9.13
21971,25463,2021-12-28 16:00:00,31.4,42.24,2.77,0.25,20.5,7.76
21972,25464,2021-12-28 17:00:00,27.96,39.53,1.97,0.28,15.27,7.78
21973,25465,2021-12-28 18:00:00,20.29,35.65,1.57,0.36,8.31,8.05
21974,25466,2021-12-28 19:00:00,18.33,43.76,1.98,0.36,2.69,22.69
21975,25467,2021-12-28 20:00:00,17.97,44.37,2.58,0.37,2.27,23.32
21976,25468,2021-12-28 21:00:00,28.56,41.06,2.71,0.33,1.26,14.94
21977,25470,2021-12-28 23:00:00,29.55,40.44,1.7,0.26,0.7,11.32
21978,25471,2021-12-29 00:00:00,30.54,34.77,1.58,0.23,0.7,11.44
21979,25472,2021-12-29 01:00:00,25.31,36.51,1.86,0.23,0.68,11.71
21980,25473,2021-12-29 02:00:00,26.4,36.3,2.69,0.22,0.68,11.22
21981,25474,2021-12-29 03:00:00,24.75,36.47,2.82,0.22,0.69,11.36
21982,25475,2021-12-29 04:00:00,25.52,31.42,2.23,0.22,0.7,11.53
21983,25476,2021-12-29 05:00:00,26.58,28.07,1.43,0.23,0.7,11.57
21984,25477,2021-12-29 06:00:00,22.86,34.74,1.63,0.23,1.44,9.94
21985,25478,2021-12-29 07:00:00,21.66,32.68,1.94,0.25,4.65,8.05
21986,25479,2021-12-29 08:00:00,24.85,35.92,2.42,0.28,10.26,8.11
21987,25480,2021-12-29 09:00:00,30.04,42.18,2.83,0.26,12.88,8.05
21988,25481,2021-12-29 10:00:00,34.45,46.62,2.51,0.24,18.26,7.86
21989,25482,2021-12-29 11:00:00,36.12,48.79,1.42,0.24,33.89,7.82
21990,25483,2021-12-29 12:00:00,37.06,46.94,0.53,0.24,36.27,7.81
21991,25484,2021-12-29 13:00:00,39.69,51.07,1.72,0.21,36.27,8.02
21992,25485,2021-12-29 14:00:00,38.91,53.08,3.27,0.22,36.25,7.96
21993,25486,2021-12-29 15:00:00,36.11,50.52,0.78,0.22,36.27,7.71
21994,25487,2021-12-29 16:00:00,32.49,47.48,0.77,0.19,36.34,7.97
21995,25488,2021-12-29 17:00:00,32.28,47.84,1.98,0.21,24.24,7.98
21996,25489,2021-12-29 18:00:00,32.36,49.35,2.86,0.35,15.86,7.74
21997,25490,2021-12-29 19:00:00,32.88,54.83,3.62,0.33,8.29,8.38
21998,25491,2021-12-29 20:00:00,34.46,67.09,4.24,0.32,4.27,7.88
21999,25492,2021-12-29 21:00:00,37.86,64.97,4.68,0.56,2.33,8.2
22000,25493,2021-12-29 22:00:00,42.55,66.24,3.25,0.36,2.32,7.75
22001,25494,2021-12-29 23:00:00,41.5,68.82,2.53,0.27,2.28,8.11
22002,25495,2021-12-30 00:00:00,39.66,65.72,2.58,0.24,2.33,7.95
22003,25496,2021-12-30 01:00:00,35.69,55.86,3.15,0.24,2.28,8.14
22004,25497,2021-12-30 02:00:00,32.27,53.36,3.6,0.22,2.27,7.98
22005,25498,2021-12-30 03:00:00,31.09,53.54,3.66,0.21,2.32,7.28
22006,25499,2021-12-30 04:00:00,24.1,48.61,2.67,0.22,2.32,7.94
