,Unnamed: 0,From Date,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),NO2 (ug/m3)
19142,22537,2021-08-28 18:00:00,40.38,99.62,6.93,0.7,16.46,8.0
19143,22538,2021-08-28 19:00:00,41.8,97.89,7.2,0.73,8.25,8.02
19144,22539,2021-08-28 20:00:00,39.31,100.18,6.77,0.75,8.26,7.94
19145,22540,2021-08-28 21:00:00,38.7,98.49,7.04,0.73,8.28,8.02
19146,22541,2021-08-28 22:00:00,38.03,92.08,7.21,0.76,2.84,7.97
19147,22542,2021-08-28 23:00:00,35.83,87.35,7.43,0.74,2.32,7.88
19148,22543,2021-08-29 00:00:00,34.72,84.8,7.42,0.76,2.31,7.99
19149,22544,2021-08-29 01:00:00,32.84,82.11,7.15,0.78,2.3,8.02
19150,22545,2021-08-29 02:00:00,27.82,79.31,7.37,0.77,2.27,7.65
19151,22546,2021-08-29 03:00:00,24.8,72.4,7.53,0.73,2.28,7.38
19152,22547,2021-08-29 04:00:00,24.0,67.25,7.63,0.74,2.33,7.93
19153,22548,2021-08-29 05:00:00,25.45,65.9,7.64,0.74,2.38,7.39
19154,22549,2021-08-29 06:00:00,30.3,65.24,7.26,0.75,2.33,8.04
19155,22550,2021-08-29 07:00:00,30.23,69.18,7.42,0.77,3.27,8.04
19156,22551,2021-08-29 08:00:00,27.13,75.44,7.64,0.81,11.76,7.98
19157,22553,2021-08-29 10:00:00,23.62,79.05,6.92,0.78,32.34,8.02
19158,22554,2021-08-29 11:00:00,21.17,81.78,6.34,0.79,43.09,8.0
19159,22555,2021-08-29 12:00:00,20.72,88.96,6.73,0.79,44.26,8.03
19160,22556,2021-08-29 13:00:00,21.88,89.56,6.89,0.83,44.28,8.0
19161,22557,2021-08-29 14:00:00,23.92,89.87,7.16,0.82,44.28,8.15
19162,22558,2021-08-29 15:00:00,27.09,92.62,6.63,0.83,40.31,8.3
19163,22559,2021-08-29 16:00:00,30.09,93.08,6.68,0.83,32.45,8.01
19164,22560,2021-08-29 17:00:00,29.35,93.52,7.16,0.84,27.27,7.99
19165,22561,2021-08-29 18:00:00,28.99,98.58,7.44,0.87,15.55,8.06
19166,22562,2021-08-29 19:00:00,27.2,87.48,7.38,0.9,8.19,8.04
19167,22563,2021-08-29 20:00:00,24.84,71.03,6.61,0.9,4.23,8.03
19168,22564,2021-08-29 21:00:00,24.38,65.02,7.47,0.94,3.36,8.0
19169,22565,2021-08-29 22:00:00,27.75,63.78,7.6,0.91,0.77,7.96
19170,22566,2021-08-29 23:00:00,26.86,63.6,7.84,0.96,0.76,7.96
19171,22567,2021-08-30 00:00:00,26.36,63.81,7.3,0.95,0.78,8.11
19172,22568,2021-08-30 01:00:00,25.66,55.83,7.31,0.92,0.77,7.98
19173,22569,2021-08-30 02:00:00,25.78,53.22,7.51,0.91,0.79,8.15
19174,22570,2021-08-30 03:00:00,29.3,53.33,7.78,0.92,0.77,8.2
19175,22571,2021-08-30 04:00:00,26.38,44.23,7.81,0.94,0.78,8.31
19176,22572,2021-08-30 05:00:00,22.13,45.39,7.08,0.96,0.79,8.09
19177,22573,2021-08-30 06:00:00,22.36,47.05,7.29,0.97,0.8,8.2
19178,22574,2021-08-30 07:00:00,25.38,42.8,7.47,0.99,2.04,8.35
19179,22575,2021-08-30 08:00:00,28.02,44.8,7.55,1.01,7.13,8.21
19180,22576,2021-08-30 09:00:00,29.08,50.39,7.7,1.0,20.51,8.35
19181,22577,2021-08-30 10:00:00,26.21,49.96,6.99,1.03,29.28,8.41
19182,22578,2021-08-30 11:00:00,25.07,65.16,7.31,0.99,41.91,8.36
19183,22579,2021-08-30 12:00:00,23.78,72.78,7.13,1.01,43.34,8.58
19184,22580,2021-08-30 13:00:00,23.02,78.66,7.36,1.01,43.27,8.31
19185,22581,2021-08-30 14:00:00,28.36,78.39,7.14,1.02,43.29,8.26
19186,22582,2021-08-30 15:00:00,22.5,80.33,7.07,1.01,43.42,7.97
19187,22583,2021-08-30 16:00:00,23.09,79.98,7.13,1.02,35.91,8.15
19188,22585,2021-08-30 18:00:00,17.85,64.81,7.9,1.13,10.65,8.17
19189,22586,2021-08-30 19:00:00,17.95,49.56,7.39,1.15,5.39,8.07
19190,22587,2021-08-30 20:00:00,20.94,47.48,7.75,1.22,4.33,8.22
19191,22588,2021-08-30 21:00:00,23.23,46.52,7.93,1.14,2.07,9.06
19192,22589,2021-08-30 22:00:00,19.1,36.9,7.7,1.07,0.67,9.69
19193,22590,2021-08-30 23:00:00,17.56,36.46,7.97,1.08,0.67,9.87
19194,22591,2021-08-31 00:00:00,12.69,30.31,7.41,1.07,0.7,10.07
19195,22592,2021-08-31 01:00:00,14.12,24.52,7.86,1.07,0.69,9.87
19196,22593,2021-08-31 02:00:00,15.95,25.9,7.95,1.08,0.7,9.86
19197,22594,2021-08-31 03:00:00,12.15,24.38,8.04,1.1,0.7,10.03
19198,22595,2021-08-31 04:00:00,12.27,21.57,8.05,1.11,0.69,9.71
19199,22596,2021-08-31 05:00:00,15.89,18.95,7.53,1.1,0.7,9.86
19200,22597,2021-08-31 06:00:00,15.05,16.89,7.84,1.13,1.65,9.72
19201,22598,2021-08-31 07:00:00,16.35,18.86,7.76,1.16,2.25,10.49
19202,22599,2021-08-31 08:00:00,16.07,23.55,8.1,1.19,7.11,10.19
19203,22600,2021-08-31 09:00:00,11.36,26.37,7.52,1.2,18.35,9.6
19204,22601,2021-08-31 10:00:00,11.45,29.12,7.31,1.16,38.78,10.03
19205,22602,2021-08-31 11:00:00,14.21,36.88,7.48,0.41,45.74,9.83
19206,22603,2021-08-31 12:00:00,18.38,45.86,7.09,0.34,46.31,9.61
19207,22604,2021-08-31 13:00:00,18.86,45.08,6.45,0.34,46.27,9.9
19208,22605,2021-08-31 14:00:00,17.37,39.87,5.66,0.36,32.26,9.85
19209,22606,2021-08-31 15:00:00,16.07,35.58,6.32,0.34,30.63,9.97
19210,22607,2021-08-31 16:00:00,15.04,28.15,6.78,0.3,23.56,10.11
19211,22608,2021-08-31 17:00:00,13.98,33.61,7.43,0.34,12.31,10.02
19212,22609,2021-08-31 18:00:00,10.92,30.91,7.46,0.4,12.29,9.75
19213,22610,2021-08-31 19:00:00,7.84,25.62,7.4,0.45,12.29,9.84
19214,22611,2021-08-31 20:00:00,7.65,27.37,7.65,0.44,12.27,9.88
19215,22612,2021-08-31 21:00:00,8.38,30.04,8.05,0.49,12.25,10.09
19216,22613,2021-08-31 22:00:00,12.79,28.55,7.95,0.46,12.32,9.93
19217,22614,2021-08-31 23:00:00,19.95,29.98,7.71,0.4,12.29,10.35
19218,22615,2021-09-01 00:00:00,23.91,33.07,7.35,0.38,12.29,10.63
19219,22616,2021-09-01 01:00:00,20.2,30.89,7.89,0.4,12.26,9.97
19220,22617,2021-09-01 02:00:00,21.64,28.95,7.81,0.38,12.27,10.58
19221,22618,2021-09-01 03:00:00,20.79,24.51,7.79,0.39,12.31,9.53
19222,22619,2021-09-01 04:00:00,19.24,28.48,7.33,0.38,12.32,10.38
19223,22620,2021-09-01 05:00:00,20.02,32.07,7.51,0.38,12.34,9.63
19224,22621,2021-09-01 06:00:00,22.38,32.79,7.71,0.39,12.3,10.75
19225,22622,2021-09-01 07:00:00,21.78,32.59,7.74,0.4,12.22,9.38
19226,22623,2021-09-01 08:00:00,21.26,31.68,7.72,0.4,12.29,9.84
19227,22624,2021-09-01 09:00:00,20.16,28.3,6.99,0.38,12.29,9.5
19228,22625,2021-09-01 10:00:00,16.37,24.79,7.26,0.39,12.31,10.35
19229,22626,2021-09-01 11:00:00,19.18,26.8,7.45,0.39,28.96,10.22
19230,22627,2021-09-01 12:00:00,24.15,25.52,7.1,0.4,30.32,10.29
19231,22628,2021-09-01 13:00:00,18.99,22.98,6.38,0.43,31.71,10.4
19232,22629,2021-09-01 14:00:00,19.31,23.32,6.04,0.41,35.27,10.17
19233,22630,2021-09-01 15:00:00,18.87,24.2,6.44,0.45,35.29,10.51
19234,22631,2021-09-01 16:00:00,15.73,24.31,6.79,0.47,28.25,10.34
19235,22632,2021-09-01 17:00:00,14.33,24.77,6.9,0.43,14.39,9.03
19236,22633,2021-09-01 18:00:00,10.97,26.65,7.11,0.53,10.08,10.19
19237,22634,2021-09-01 19:00:00,10.06,20.48,7.43,0.52,9.35,10.29
19238,22635,2021-09-01 20:00:00,10.78,20.68,7.78,0.49,6.42,10.03
19239,22636,2021-09-01 21:00:00,10.73,23.77,7.93,0.47,3.37,10.51
19240,22637,2021-09-01 22:00:00,11.72,20.24,7.92,0.47,1.15,10.09
19241,22638,2021-09-01 23:00:00,9.42,22.45,7.37,0.49,1.15,10.11
19242,22639,2021-09-02 00:00:00,12.38,27.35,7.97,0.48,1.15,9.5
19243,22640,2021-09-02 01:00:00,16.39,29.54,8.09,0.47,1.15,9.31
19244,22641,2021-09-02 02:00:00,16.49,29.73,8.06,0.47,1.14,10.13
19245,22642,2021-09-02 03:00:00,17.65,23.9,7.87,0.47,1.15,9.81
19246,22643,2021-09-02 04:00:00,13.25,23.54,7.78,0.47,1.16,10.5
19247,22644,2021-09-02 05:00:00,12.63,26.1,8.28,0.48,1.15,10.5
19248,22645,2021-09-02 06:00:00,15.86,29.52,8.2,0.49,1.75,10.73
19249,22646,2021-09-02 07:00:00,16.75,28.44,8.11,0.51,4.87,11.74
19250,22647,2021-09-02 08:00:00,14.13,27.37,7.71,0.52,10.89,11.42
19251,22648,2021-09-02 09:00:00,13.96,26.13,7.77,0.52,18.58,10.93
19252,22649,2021-09-02 10:00:00,18.28,28.39,8.04,0.54,30.91,9.59
19253,22650,2021-09-02 11:00:00,22.6,34.34,8.12,0.54,36.16,10.31
19254,22651,2021-09-02 12:00:00,23.94,38.6,7.54,0.55,38.32,10.3
19255,22652,2021-09-02 13:00:00,17.9,28.81,6.35,0.55,38.3,9.46
19256,22653,2021-09-02 14:00:00,15.33,21.03,6.37,0.57,34.04,9.19
19257,22654,2021-09-02 15:00:00,16.17,18.22,6.62,0.57,32.21,9.45
19258,22655,2021-09-02 16:00:00,14.4,18.47,6.39,0.57,26.82,9.72
19259,22656,2021-09-02 17:00:00,13.01,20.48,6.14,0.58,22.29,9.59
19260,22657,2021-09-02 18:00:00,13.72,22.63,6.36,0.58,13.12,9.97
19261,22658,2021-09-02 19:00:00,10.46,18.56,7.32,0.59,9.27,10.37
19262,22659,2021-09-02 20:00:00,9.65,19.38,7.81,0.57,4.4,10.05
19263,22660,2021-09-02 21:00:00,13.16,20.68,8.02,0.56,2.64,9.06
19264,22661,2021-09-02 22:00:00,15.27,21.7,7.49,0.57,1.12,9.87
19265,22662,2021-09-02 23:00:00,12.64,22.12,7.51,0.55,1.16,9.94
19266,22663,2021-09-03 00:00:00,12.66,27.28,7.97,0.56,1.13,9.89
19267,22664,2021-09-03 01:00:00,10.72,23.91,8.04,0.56,1.17,9.77
19268,22665,2021-09-03 02:00:00,11.21,20.78,8.27,0.57,1.16,10.01
19269,22666,2021-09-03 03:00:00,13.18,22.38,7.86,0.58,1.15,9.77
19270,22667,2021-09-03 04:00:00,11.89,22.37,8.0,0.59,1.16,10.25
19271,22668,2021-09-03 05:00:00,13.04,23.58,8.25,0.59,1.15,10.01
19272,22669,2021-09-03 06:00:00,12.73,21.25,8.07,0.6,1.14,9.56
19273,22670,2021-09-03 07:00:00,14.02,21.78,8.06,0.61,2.96,9.71
19274,22671,2021-09-03 08:00:00,17.46,29.15,7.56,0.61,7.54,9.91
19275,22672,2021-09-03 09:00:00,19.09,30.15,7.9,0.63,14.29,9.98
19276,22673,2021-09-03 10:00:00,21.98,26.18,8.18,0.66,23.97,9.64
19277,22674,2021-09-03 11:00:00,27.14,28.17,7.73,0.66,32.73,9.44
19278,22675,2021-09-03 12:00:00,24.25,28.58,6.68,0.67,36.28,10.23
19279,22676,2021-09-03 13:00:00,21.64,27.25,6.25,0.65,36.3,10.14
19280,22677,2021-09-03 14:00:00,21.32,26.75,6.49,0.65,36.26,10.25
19281,22678,2021-09-03 15:00:00,19.17,27.43,6.82,0.63,30.25,10.08
19282,22679,2021-09-03 16:00:00,16.88,27.19,7.57,0.64,26.2,9.9
19283,22680,2021-09-03 17:00:00,16.18,27.01,7.07,0.66,13.32,9.95
19284,22681,2021-09-03 18:00:00,13.28,26.98,7.25,0.69,8.85,9.83
19285,22682,2021-09-03 19:00:00,13.3,28.05,7.7,0.71,6.31,9.77
19286,22683,2021-09-03 20:00:00,14.26,32.67,7.73,0.72,4.34,9.31
19287,22684,2021-09-03 21:00:00,15.11,38.17,7.65,0.72,3.55,9.52
19288,22685,2021-09-03 22:00:00,14.27,35.23,7.26,0.71,2.27,9.97
19289,22686,2021-09-03 23:00:00,12.39,29.87,7.56,0.69,2.32,9.93
19290,22687,2021-09-04 00:00:00,13.71,31.27,7.89,0.69,2.27,10.16
19291,22688,2021-09-04 01:00:00,11.46,32.89,7.77,0.7,2.38,9.69
19292,22689,2021-09-04 02:00:00,11.2,31.69,7.67,0.7,2.33,10.48
19293,22690,2021-09-04 03:00:00,10.43,26.32,7.48,0.69,2.27,10.2
19294,22691,2021-09-04 04:00:00,12.76,26.85,7.88,0.7,2.31,9.93
19295,22692,2021-09-04 05:00:00,16.05,26.18,7.87,0.72,2.31,9.92
19296,22693,2021-09-04 06:00:00,18.33,28.79,8.25,0.72,2.28,9.64
19297,22694,2021-09-04 07:00:00,17.97,29.34,7.6,0.76,3.91,9.91
19298,22695,2021-09-04 08:00:00,15.29,29.17,7.51,0.76,8.31,9.98
19299,22696,2021-09-04 09:00:00,15.08,32.59,7.8,0.78,16.16,9.98
19300,22697,2021-09-04 10:00:00,18.01,36.81,7.86,0.78,22.34,10.35
19301,22698,2021-09-04 11:00:00,16.34,42.72,7.51,0.8,31.27,10.49
19302,22699,2021-09-04 12:00:00,17.02,46.75,6.48,0.8,36.86,9.84
19303,22700,2021-09-04 13:00:00,20.71,44.41,6.66,0.78,42.29,9.93
19304,22701,2021-09-04 14:00:00,17.28,42.48,6.55,0.79,42.34,10.76
19305,22702,2021-09-04 15:00:00,18.5,41.47,6.53,0.78,36.47,9.77
19306,22703,2021-09-04 16:00:00,17.49,39.87,6.21,0.79,26.61,9.55
19307,22704,2021-09-04 17:00:00,18.62,39.26,5.76,0.78,16.65,9.95
19308,22705,2021-09-04 18:00:00,24.96,43.6,7.22,0.79,10.26,8.94
19309,22706,2021-09-04 19:00:00,21.76,45.68,7.59,0.84,6.87,9.86
19310,22707,2021-09-04 20:00:00,18.86,47.7,7.89,0.86,4.34,9.57
19311,22708,2021-09-04 21:00:00,19.93,53.21,7.29,0.9,4.31,11.54
19312,22709,2021-09-04 22:00:00,22.14,56.15,7.41,0.87,1.7,9.55
19313,22710,2021-09-04 23:00:00,24.41,60.01,7.89,0.81,0.7,10.62
19314,22711,2021-09-05 00:00:00,22.94,50.69,8.01,0.81,0.68,9.74
19315,22712,2021-09-05 01:00:00,17.74,44.59,8.03,0.8,0.69,9.66
19316,22713,2021-09-05 02:00:00,12.41,35.3,7.47,0.8,0.68,9.68
19317,22714,2021-09-05 03:00:00,9.26,30.06,7.63,0.8,0.68,9.7
19318,22715,2021-09-05 04:00:00,7.99,28.65,7.77,0.8,0.68,9.65
19319,22716,2021-09-05 05:00:00,11.0,26.05,7.98,0.81,0.69,9.62
19320,22717,2021-09-05 06:00:00,10.32,26.35,7.7,0.83,0.69,9.74
19321,22718,2021-09-05 07:00:00,12.65,25.93,7.51,0.82,0.85,9.68
19322,22719,2021-09-05 08:00:00,12.01,21.51,8.27,0.89,8.4,9.55
19323,22720,2021-09-05 09:00:00,16.24,29.09,8.41,0.88,21.79,9.68
19324,22721,2021-09-05 10:00:00,18.85,35.4,8.3,0.86,31.63,9.69
19325,22722,2021-09-05 11:00:00,20.41,35.58,7.64,0.86,39.28,10.56
19326,22723,2021-09-05 12:00:00,23.27,37.28,7.44,0.85,46.79,11.42
19327,22724,2021-09-05 13:00:00,21.04,38.79,7.81,0.85,48.33,10.01
19328,22725,2021-09-05 14:00:00,18.21,35.15,7.87,0.85,47.79,9.69
19329,22726,2021-09-05 15:00:00,15.75,30.14,7.93,0.85,39.34,9.73
19330,22727,2021-09-05 16:00:00,12.06,25.76,6.99,0.86,29.34,9.68
19331,22728,2021-09-05 17:00:00,11.76,25.51,7.49,0.87,22.32,9.66
19332,22729,2021-09-05 18:00:00,17.84,26.4,7.79,0.91,13.02,9.6
19333,22730,2021-09-05 19:00:00,15.03,31.44,8.19,0.96,7.67,9.51
19334,22731,2021-09-05 20:00:00,16.05,36.35,8.14,1.03,4.27,9.64
19335,22732,2021-09-05 21:00:00,14.7,39.02,7.53,0.99,2.31,9.66
19336,22733,2021-09-05 22:00:00,14.02,40.23,7.84,0.96,1.02,9.67
19337,22734,2021-09-05 23:00:00,24.52,51.03,8.09,0.92,1.07,12.56
19338,22735,2021-09-06 00:00:00,25.03,56.25,8.24,0.91,1.01,9.78
19339,22736,2021-09-06 01:00:00,25.84,57.94,7.87,0.93,1.01,9.63
19340,22737,2021-09-06 02:00:00,27.88,59.55,7.93,0.9,1.05,9.72
19341,22738,2021-09-06 03:00:00,21.78,55.3,8.44,0.91,1.03,9.57
19342,22739,2021-09-06 04:00:00,21.7,52.59,8.43,0.91,1.06,9.69
19343,22740,2021-09-06 05:00:00,23.85,49.76,8.13,0.92,1.02,9.64
19344,22741,2021-09-06 06:00:00,22.63,55.58,7.99,0.94,1.03,9.67
19345,22742,2021-09-06 07:00:00,19.87,55.8,8.41,0.96,4.29,9.71
19346,22743,2021-09-06 08:00:00,19.04,55.48,8.43,0.97,7.9,9.67
19347,22744,2021-09-06 09:00:00,21.85,59.69,8.61,0.98,18.57,9.69
19348,22745,2021-09-06 10:00:00,24.71,64.16,8.31,0.97,26.08,9.81
19349,22746,2021-09-06 11:00:00,30.59,63.66,7.44,0.96,34.86,9.62
19350,22747,2021-09-06 12:00:00,30.3,65.85,7.23,0.97,42.27,9.64
19351,22748,2021-09-06 13:00:00,28.48,61.51,7.09,0.97,42.3,9.64
19352,22749,2021-09-06 14:00:00,26.71,54.12,6.73,0.97,42.3,10.05
19353,22750,2021-09-06 15:00:00,22.18,57.14,6.18,0.99,41.81,9.88
19354,22751,2021-09-06 16:00:00,22.69,68.04,6.4,1.02,30.28,10.31
19355,22752,2021-09-06 17:00:00,22.73,69.46,7.21,0.27,18.23,9.73
19356,22753,2021-09-06 18:00:00,20.55,72.15,8.36,0.4,14.66,9.73
19357,22754,2021-09-06 19:00:00,25.55,69.55,8.67,0.29,8.87,9.79
19358,22755,2021-09-06 20:00:00,20.01,66.76,7.58,0.3,4.35,9.7
19359,22756,2021-09-06 21:00:00,18.28,57.79,7.9,0.28,3.48,17.8
19360,22757,2021-09-06 22:00:00,16.38,54.26,8.07,0.28,1.05,9.63
19361,22758,2021-09-06 23:00:00,17.6,55.76,8.26,0.3,1.06,9.64
19362,22759,2021-09-07 00:00:00,24.26,60.9,8.15,0.31,1.03,9.66
19363,22760,2021-09-07 01:00:00,19.64,52.23,7.75,0.26,1.04,9.65
19364,22761,2021-09-07 02:00:00,18.4,49.39,8.1,0.26,1.02,9.63
19365,22762,2021-09-07 03:00:00,15.28,50.2,8.21,0.29,1.06,11.25
19366,22763,2021-09-07 04:00:00,17.93,45.87,8.48,0.31,1.07,9.73
19367,22764,2021-09-07 05:00:00,19.35,44.74,7.98,0.29,1.04,9.66
19368,22765,2021-09-07 06:00:00,21.43,46.01,7.94,0.36,2.05,9.73
19369,22766,2021-09-07 07:00:00,20.13,52.46,8.39,0.34,4.37,9.73
19370,22767,2021-09-07 08:00:00,27.01,48.09,8.49,0.34,10.2,10.64
19371,22768,2021-09-07 09:00:00,25.55,49.76,8.17,0.34,7.27,11.97
19372,22769,2021-09-07 10:00:00,22.05,46.08,7.62,0.33,20.33,9.69
19373,22770,2021-09-07 11:00:00,18.57,42.41,7.46,0.31,31.55,9.64
19374,22771,2021-09-07 12:00:00,18.02,38.52,7.54,0.3,32.36,9.63
19375,22772,2021-09-07 13:00:00,15.82,37.74,7.12,0.32,32.34,9.71
19376,22773,2021-09-07 14:00:00,16.76,42.61,7.11,0.34,32.28,9.65
19377,22774,2021-09-07 15:00:00,16.02,33.91,6.03,0.32,29.27,9.57
19378,22775,2021-09-07 16:00:00,20.37,36.56,6.41,0.43,28.26,9.62
19379,22776,2021-09-07 17:00:00,22.54,38.15,6.51,0.41,20.29,7.31
19380,22777,2021-09-07 18:00:00,18.79,37.5,7.97,0.39,14.12,7.27
19381,22778,2021-09-07 19:00:00,17.53,39.3,8.3,0.48,12.31,7.32
19382,22779,2021-09-07 20:00:00,12.17,39.29,8.13,0.47,5.32,7.32
19383,22780,2021-09-07 21:00:00,15.54,39.32,8.36,0.4,3.9,7.31
19384,22781,2021-09-07 22:00:00,17.75,40.52,8.22,0.41,2.34,7.15
19385,22782,2021-09-07 23:00:00,19.64,43.02,8.15,0.38,2.36,7.18
19386,22783,2021-09-08 00:00:00,16.68,38.64,7.57,0.38,2.25,7.27
19387,22784,2021-09-08 01:00:00,14.86,33.98,7.92,0.36,2.29,8.29
19388,22785,2021-09-08 02:00:00,16.67,34.11,8.18,0.35,2.29,7.26
19389,22786,2021-09-08 03:00:00,21.34,34.5,8.04,0.36,2.35,7.26
19390,22787,2021-09-08 04:00:00,25.07,41.54,8.16,0.37,2.27,7.25
19391,22788,2021-09-08 05:00:00,25.07,41.54,7.68,0.38,2.24,7.24
19392,22789,2021-09-08 06:00:00,29.92,49.71,7.78,0.41,2.28,7.26
19393,22790,2021-09-08 07:00:00,27.7,50.87,8.18,0.46,3.4,7.23
19394,22791,2021-09-08 08:00:00,27.43,51.2,8.14,0.46,8.91,7.25
19395,22792,2021-09-08 09:00:00,26.89,53.06,7.7,0.41,15.34,7.27
19396,22793,2021-09-08 10:00:00,28.55,54.91,7.17,0.39,34.32,7.27
19397,22794,2021-09-08 11:00:00,30.31,55.29,7.26,0.39,37.34,7.23
19398,22795,2021-09-08 12:00:00,27.68,50.88,6.96,0.4,46.25,7.22
19399,22796,2021-09-08 13:00:00,24.0,42.77,6.87,0.27,46.29,9.21
19400,22797,2021-09-08 14:00:00,21.51,41.17,6.14,0.29,46.38,7.24
19401,22798,2021-09-08 15:00:00,20.57,41.27,5.79,0.28,43.32,7.26
19402,22799,2021-09-08 16:00:00,20.37,36.56,6.35,0.27,31.7,7.23
19403,22800,2021-09-08 17:00:00,20.47,34.6,7.3,0.27,21.24,7.23
19404,22801,2021-09-08 18:00:00,23.81,34.59,7.95,0.4,13.34,6.62
19405,22802,2021-09-08 19:00:00,16.78,35.7,7.19,0.45,11.34,7.27
19406,22803,2021-09-08 20:00:00,19.05,38.92,7.72,0.36,7.33,7.27
19407,22804,2021-09-08 21:00:00,20.79,43.52,8.23,0.39,5.23,7.25
19408,22805,2021-09-08 22:00:00,19.54,40.05,8.09,0.36,2.25,7.95
19409,22806,2021-09-08 23:00:00,19.52,32.94,8.09,0.34,2.38,7.25
19410,22807,2021-09-09 00:00:00,16.2,28.04,7.43,0.31,2.26,7.28
19411,22808,2021-09-09 01:00:00,15.17,23.12,7.86,0.3,2.29,7.24
19412,22809,2021-09-09 02:00:00,10.0,21.73,8.3,0.3,2.33,7.25
19413,22810,2021-09-09 03:00:00,12.7,20.48,8.38,0.31,2.24,7.25
19414,22811,2021-09-09 04:00:00,13.86,20.38,8.18,0.33,2.31,7.27
19415,22812,2021-09-09 05:00:00,11.94,23.71,8.01,0.32,2.3,7.26
19416,22813,2021-09-09 06:00:00,12.61,26.77,8.47,0.35,2.27,7.27
19417,22814,2021-09-09 07:00:00,16.39,25.2,8.3,0.38,3.32,7.27
19418,22815,2021-09-09 08:00:00,20.1,25.97,9.16,0.41,7.62,7.24
19419,22816,2021-09-09 09:00:00,21.02,32.21,8.47,0.46,11.99,7.29
19420,22817,2021-09-09 10:00:00,21.36,32.46,8.83,0.47,23.76,7.27
19421,22818,2021-09-09 11:00:00,22.81,37.04,8.39,0.46,35.37,7.32
19422,22819,2021-09-09 12:00:00,23.14,39.35,7.96,0.49,39.65,7.28
19423,22820,2021-09-09 13:00:00,17.35,37.08,7.55,0.49,28.3,7.15
19424,22821,2021-09-09 14:00:00,18.31,32.25,7.13,0.46,25.89,10.75
19425,22822,2021-09-09 15:00:00,16.71,24.51,7.45,0.5,22.35,15.54
19426,22823,2021-09-09 16:00:00,12.42,18.91,7.22,0.51,17.98,14.83
19427,22824,2021-09-09 17:00:00,9.4,17.92,8.09,0.5,14.27,16.15
19428,22825,2021-09-09 18:00:00,13.41,15.54,8.09,0.53,9.39,15.69
19429,22826,2021-09-09 19:00:00,13.41,15.54,8.26,0.54,9.26,17.19
19430,22827,2021-09-09 20:00:00,13.07,24.31,8.61,0.56,4.81,13.93
19431,22828,2021-09-09 21:00:00,14.3,24.68,8.95,0.57,4.27,13.92
19432,22829,2021-09-09 22:00:00,9.67,23.87,9.0,0.61,0.69,12.26
19433,22830,2021-09-09 23:00:00,9.33,27.32,8.67,0.63,0.69,10.21
19434,22831,2021-09-10 00:00:00,18.13,42.13,8.88,0.65,0.69,9.19
19435,22832,2021-09-10 01:00:00,28.21,50.84,8.99,0.66,0.69,8.62
19436,22833,2021-09-10 02:00:00,31.87,51.99,9.01,0.65,0.7,8.59
19437,22834,2021-09-10 03:00:00,20.99,36.64,9.28,0.63,0.69,8.23
19438,22835,2021-09-10 04:00:00,14.55,28.12,8.6,0.62,0.7,8.25
19439,22836,2021-09-10 05:00:00,13.96,24.83,8.87,0.6,0.69,8.27
19440,22837,2021-09-10 06:00:00,13.65,23.04,9.29,0.59,2.46,8.27
19441,22839,2021-09-10 08:00:00,8.71,18.46,8.94,0.57,5.29,8.23
19442,22841,2021-09-10 10:00:00,12.27,23.76,8.81,0.58,27.41,8.21
19443,22842,2021-09-10 11:00:00,17.56,23.15,9.17,0.58,30.54,8.14
19444,22843,2021-09-10 12:00:00,19.73,21.38,8.71,0.59,31.25,8.11
19445,22844,2021-09-10 13:00:00,14.34,14.91,8.34,0.59,31.29,8.09
19446,22845,2021-09-10 14:00:00,9.52,16.81,8.91,0.58,31.35,8.1
19447,22846,2021-09-10 15:00:00,12.58,17.11,9.19,0.59,27.16,8.1
19448,22847,2021-09-10 16:00:00,11.18,18.28,8.95,0.58,24.32,8.08
19449,22848,2021-09-10 17:00:00,9.93,19.32,9.22,0.59,19.34,8.08
19450,22849,2021-09-10 18:00:00,20.42,23.98,8.59,0.6,15.66,8.06
19451,22851,2021-09-10 20:00:00,19.09,54.33,9.27,0.66,4.28,8.11
19452,22852,2021-09-10 21:00:00,24.3,63.34,9.36,0.7,3.73,8.12
19453,22854,2021-09-10 23:00:00,32.2,59.0,8.74,0.73,2.28,8.17
19454,22855,2021-09-11 00:00:00,35.96,58.06,9.36,0.75,2.34,7.68
19455,22856,2021-09-11 01:00:00,32.81,60.72,9.43,0.74,2.33,8.13
19456,22857,2021-09-11 02:00:00,25.69,47.01,9.51,0.73,2.39,7.98
19457,22858,2021-09-11 03:00:00,21.79,36.14,9.14,0.71,2.3,8.08
19458,22859,2021-09-11 04:00:00,16.43,25.46,9.06,0.69,2.31,8.06
19459,22860,2021-09-11 05:00:00,14.8,21.01,9.42,0.68,2.23,8.14
19460,22861,2021-09-11 06:00:00,13.62,18.61,9.7,0.67,2.38,8.04
19461,22862,2021-09-11 07:00:00,11.77,16.67,9.48,0.67,2.24,8.05
19462,22863,2021-09-11 08:00:00,9.19,16.42,9.01,0.68,6.56,8.04
19463,22864,2021-09-11 09:00:00,7.72,11.4,9.59,0.68,17.3,8.08
19464,22865,2021-09-11 10:00:00,5.55,15.11,9.37,0.69,31.39,8.48
